#
# 倉頡五代構詞碼
#
# 碼表由惜緣兄製作
# 佛振修訂於 2012-04-08
#
# License: GPL
#
# 說明：
# 詞彙編碼中，單字的取碼有幾種情況：
# 取首碼、取尾碼、取首尾二碼、取首、次、尾三碼。
# 輔助字形中的單字，在詞彙中直接用倉頡字母而不拆開；
# 包含結構的單字，被包含部分的編碼位於'符號之後，可據此取得尾碼。
#
○	xxxxx
喐	rkbl
喑	ryta
喒	rhoa
喓	rmwv
喔	rsmg
喕	rmw'l
喖	rdjr
喗	rbjj
喘	rumb
喙	rvno
喚	rnbk
喛	rbme
喜	grtr
喝	rapv
喞	rhpl
喟	rwb
喠	rhjg
喡	rdmq
喢	rhjx
喣	rrf
喤	rhag
喥	rite
喦	rrru
喧	rjmm
喨	ryru
喩	romv
喪	grrv
喫	rqhk
喬	hkrb'r
喭	ryhh
單	rrwj
喯	rkjt
喰	roiv
喱	rmwg
喲	rvfi
喳	rdam
喴	rihv
喵	rtw
営	fbrhr
喷	rjto
喸	ibrp
喹	rkgg
喺	rohf
喻	romn
喼	rnsp
喽	rfdv
喾	fbhgr
喿	rrrd
嗀	grhne
嗁	rhyu
嗂	rbou
嗃	ryrb
嗄	rmue
嗅	rhuk
嗆	roir
嗇	gow'r
嗈	rvvu
嗉	rqmf
嗊	rmbc
嗋	rksb
嗌	rtct
嗍	rtub
嗎	rsqf
嗏	rtod
嗐	rjqr
嗑	rgit
嗒	rtor
嗓	reed
嗔	rjbc
嗕	rmvi
嗖	rhxe
嗗	rbbb
嗘	rbvk
嗙	rybs
嗚	rhrf
嗛	rtxc
嗜	rjpa
嗝	rmrb
嗞	rtvi
嗟	rtqm
嗠	bdher
嗡	rcim
嗢	rwot
嗣	rbsmr
嗤	rumi
嗥	rhaj
嗦	rjbf
嗧	kromb
嗨	reoy
嗩	rfbc
嗪	rqkd
嗫	rsje
嗬	rtor
嗭	jmrp
嗮	ramw
嗯	rwkp
嗰	row'r
嗱	rorq
嗲	rckn
嗳	rbbe
嗴	rtui
嗵	rynb
嗶	rwtj
嗷	rgsk
嗷	rqsk
嗸	gkr
嗹	ryjj
嗺	ruog
嗻	ritf
嗼	rtak
嗽	rdlo
嗾	rysk
嗿	roic
嘀	rycb
嘁	rihf
嘂	rrvlr
嘃	rilb
嘄	rhad
嘅	rhpu
嘆	rtlo
嘇	riih
嘈	rtwa
嘉	grtr
嘊	rumg
嘋	rjdk
嘌	rmwf
嘍	rllv
嘎	rmui
嘏	jrrse
嘐	rsmh
嘑	rypd
嘒	rqjm
嘓	rw'im
嘔	rs'rr
嘕	rmyf
嘖	rqmc
嘗	fbrpa
嘘	rypc
嘙	reev
嘚	rhoi
嘛	ridd
嘛	rijc
嘜	rjon
嘝	rnbj
嘞	rtjs
嘟	rjal
嘠	rmbi
嘡	rfbg
嘢	rwgn
嘣	rubb
嘤	rbov
嘥	rhoo
嘦	rcmwv
嘧	rjpu
嘨	rlll
嘩	rtmj
嘪	rwlc
嘫	rbkf
嘬	rase
嘭	rgth
嘮	rffs
嘯	rlx
嘰	rvii
嘱	rshb
嘲	rjjb
嘳	rlmc
嘴	rypb
嘵	rggu
嘶	rtcl
嘷	rhuj
嘸	rotf
嘹	rkcf
嘺	rhkb
嘻	rgrr
嘼	rrwmr
嘽	rrrj
嘾	rmwj
嘿	rwgf
噀	rruc
噁	rmmp
噂	rtwi
噃	rhdw
噄	rqhf
噅	rikf
噆	rmua
噇	rytg
噈	ryfu
噉	rmjk
噊	rnhb
噋	rydk
噌	rcwa
噍	rogf
噎	rgbt
噏	rorm
噐	rrmrr
噑	rhaj
噒	rfdq
噓	rypm
噔	rnot
噕	bhfr
噖	rmgn
噗	rtco
噘	rmto
噙	royb
噚	rsmi
噛	rymu
噜	rnwa
噝	rvff
噞	romo
噟	iogr
噠	rygq
噡	rncr
噢	rhbk
噣	rwli
噤	rddf
噥	rtwv
噦	rymh
噧	rtwb
器	rrikr
噩	mgrr
噪	rrrd
噫	rytp
噬	rhmo
噭	rhsk
噮	rwlv
噯	rbbe
噰	ryvg
噱	rypo
噲	roma
噳	rypk
噴	rjtc
噵	yur
噶	rtav
噷	ryao
噸	rpuc
噹	rfbw
噺	rydl
噻	rjtg
噼	rsrj
噽	grmfm
噾	rjca
噿	rsmj
嚀	rjpn
嚁	rsmg
嚂	rsit
嚃	rywe
嚄	rtoe
嚅	rmbb
嚆	rtyb
嚇	rgcc
嚈	rmak
嚉	rtgi
嚊	rhul
嚋	rgni
嚌	ryx
嚍	rlmt
嚎	ryro
嚏	rjbo
嚐	rfba
嚑	rhgf
嚒	rici
嚓	rjbf
嚔	rjbo
嚕	rnwa
嚖	rqjp
嚗	rate
嚘	rmbe
嚙	rymu
嚚	rrslr
嚛	rvid
嚜	rwgg
嚝	ritc
嚞	grgrr
嚟	rhhe
嚠	rhcn
嚡	rtjg
嚢	jcttv
嚣	rrmor
嚤	ridq
嚥	rtlf
嚦	rmhm
嚧	rypt
嚨	rybp
嚩	rvfi
嚪	ranx
嚫	rydu
嚬	ryhc
嚭	grmfr
嚮	vlhb'r
嚯	rmbg
嚰	ridr
嚱	ryti
嚲	ydrrj
嚳	hbhgr
嚴	rrmmk
嚵	rnri
嚶	rbcv
嚷	ryrv
嚸	rwfr
嚹	roud
嚺	rywo
嚻	rrmcr
嚼	rbwi
嚽	rgkc
嚾	rtrg
嚿	rtox
囀	rjji
囁	rsjj
囂	rrmcr
囃	rydg
囄	rybg
囅	rjstv
囆	rtwi
囇	rmmp
囈	rtgi
囉	rwlg
囊	jbrrv
囋	rhuc
囌	rtnd
囍	grgrr
囎	rbca
囏	togrr
囐	rybk
囑	rsei
囒	rtaw
囓	rqhu
囔	rjbv
囕	rswu
囖	rhwg
囗	w
囘	b'ru
囙	w's
囚	w'o
四	w'c
囜	w'i
囝	w'nd
回	w'r
囟	hw'k
因	w'k
囡	w'v
团	w'dh
団	w'di
囤	w'pu
囥	w'yhn
囦	w'e
囧	w'cb
囨	w'mf
囩	w'mmi
囪	hw'kk
囫	w'phh
囬	w'sl
园	w'mmu
囮	w'op
囯	w'mg
困	w'd
囱	hw'ni
囲	w'tt
図	w'yk
围	w'qs
囵	w'op
囶	w'cg
囷	w'hd
囸	w'mym
囹	w'oii
固	w'jr
囻	w'rvp
囼	w'ir
国	w'mgi
图	w'hey
囿	w'kb
圀	w'cys
圁	w'ymr
圂	w'mso
圃	w'ijb
圄	w'mmr
圅	niw'j
圆	w'rbo
圇	w'omb
圈	w'fqu
圉	w'gtj
圊	w'qmb
國	w'irm
圌	w'umb
圍	w'dmq
圎	w'ibc
圏	w'fqu
圐	w'wls
圑	w'ibi
園	w'grv
圓	w'rbc
圔	w'git
圕	w'lga
圖	w'ryw
圗	w'ijw
團	w'jii
圙	w'cmw
圚	w'lmc
圛	w'wlj
圜	w'wlv
圝	w'vff
圞	w'vfd
土	g
圠	gu
圡	gi
圢	gmn
圣	eg
圤	gy
圥	ghu
圦	go
圧	mg
在	klg
圩	gmd
圪	gon
圫	ghp
圬	gmms
圭	gg
圮	gsu
圯	gru
地	gpd
圱	hjg
圲	ghj
圳	glll
圴	gpi
圵	gym
圶	kg
圷	gmy
圸	gu
圹	gi
场	gnsh
圻	ghml
圼	ag
圽	gphh
圾	gnhe
圿	goll
址	gylm
坁	ghvp
坂	ghe
坃	gmmu
坄	ghne
坅	goin
坆	gok
均	gpim
均	gpmm
坈	gbhu
坉	gpu
坊	gyhs
坋	gcsh
坌	cshg
坍	gby
坎	gno
坏	gmf
坐	oog
坑	gyhn
坒	ppg
坓	ttg
坔	eg
坕	hog
坖	mmug
块	gdk
坘	gmvm
坙	mvvg
坚	leg
坛	gmmi
坜	gmks
坝	gbo
坞	gpvm
坟	gyk
坠	nog
坡	gdhe
坢	gfq
坣	fbg
坤	glwl
坥	gbm
坦	gam
坧	gmr
坨	gjp
坩	gt'm
坪	gmfj
坫	gyr
坬	ghvo
坭	gsp
坮	gir
坯	gmfm
坰	gb'r
坱	glbk
坲	glln
坳	gvis
坴	gcg
坵	gom
坶	gwy'i
坷	gmnr
坸	gpr
坹	gjc
坺	gike
坺	gikk
坻	ghpm
坻	ghvi
坼	ghmy
坽	goii
坾	gjmn
坿	godi
垀	ghfd
垁	gok
垂	hjtm
垃	gyt
垄	ipg
垅	gikp
垆	gys
垇	gssu
垈	opg
垉	gpru
垊	grvp
型	mng
垌	gb'mr
垍	ghbu
垎	gher
垏	glq
垐	mog
垑	gnin
垒	iiig
垓	gyvo
垔	mwg
垕	hrg
垖	ghrr
垗	glmo
垘	goik
垙	gfmu
垚	ggg
垛	ghnd
垜	gnsd
垝	gnmu
垞	gjhp
垟	gtq
垠	gav
垡	oig
垢	ghmr
垣	gmam
垤	gmig
垥	gomr
垦	avg
垧	ghb'r
垨	gjdi
垩	mcg
垪	gtt
垫	qig
垬	gtc
垭	gmtc
垮	gkms
垯	gyk
垰	gymy
垱	gfsm
垲	gusu
垳	ghon
垴	gyu'k
垵	gjv
垶	gytj
垷	gbuu
垸	gjmu
垹	gqjl
垺	gbnd
垻	gbuc
垼	heg
垽	elg
垾	gamj
垿	ginn
埀	hjlg
埁	guon
埂	gmlk
埃	giok
埄	ghej
埅	nsg
埆	gnb'g
埇	gnib
埈	gice
埉	gkoo
埊	ueg
埋	gwg
埌	giav
埍	grb
城	gihs
埏	gnkm
埏	gnkv
埐	gsme
埑	qlg
埒	gbdi
埓	gbdi
埔	gijb
埕	grhg
埕	grmg
埖	gtop
埗	gylh
埘	gadi
埙	grbo
埚	grob
埛	gb'cr
埜	ddg
埝	goip
埞	gjmo
域	girm
埠	ghrj
埡	gmlm
埢	gfqu
埣	gyoj
埤	ghwj
埥	gqmb
埦	gjnu
埧	gbmc
埨	gomb
埩	gbsd
埪	gjcm
埫	gfb'r
埬	gdw
埭	gle
埮	gff
埯	gklu
埰	gbd
埱	gyfe
埲	gqkq
埳	gnhx
埴	gjbm
埵	ghjm
埶	ggkni
執	gjkni
埸	gaph
培	gytr
基	tcg
埻	gyrd
埼	gkmr
埽	gsmb
埾	seg
埿	epg
堀	gsuu
堁	gwd
堂	fbrg
堃	ysg
堄	ghxu
堅	seg
堆	gog
堇	tlqm
堈	gb'tu
堉	gyib
堊	mmg
堋	gbb
堌	gw'jr
堍	gnai
堎	ggce
堏	dsg
堐	gmgg
堑	klg
堒	gapp
堓	gumj
堔	gbcd
堕	nbg
堖	gvvw
堗	gjck
堘	gfqg
堙	gmwg
堚	gbjj
堛	gmrw
堜	gdw'f
堝	gbb'r
堞	gptd
堟	gvno
堠	gonk
堡	odg
堢	gord
堣	gwlb
堤	gamo
堥	nkg
堦	gppa
堧	gmbk
堨	gapv
堩	gpmm
堪	gtmv
堫	guce
堬	gomn
堭	ghag
堮	grrs
堯	gggu
堰	gs'av
報	gjsle
堲	alg
堳	gahu
場	gamh
堵	gjka
堶	gkmb
堷	gyta
堸	ghn'i
堹	ghjg
堺	gwol
堻	eqg
堼	gig
堽	gwlm
堾	gqka
堿	gihr
塀	gstt
塁	wiog
塂	gtcu
塃	gtyu
塄	gwls
塅	ghje
塆	gycn
塇	gjmm
塈	aug
塉	gfcb
塊	ghui
塋	ffbg
塌	gasm
塍	bfqg
塎	gjcr
塏	gumt
塐	gqmf
塑	tbg
塒	gagi
塓	gbac
塔	gtor
塕	gcim
塖	ghdp
塗	edg
塘	gilr
塙	gyrb
塚	gbmo
塛	gmwd
塜	gbmo
塝	gybs
塞	jtcg
塟	tmpg
塠	gyhr
塡	gpbc
塢	ghrf
塣	egg
塤	grbc
塥	gmrb
塦	njg
塧	gtct
塨	gtcp
塩	gort
塪	gbhx
填	gjbc
塬	gmhf
塭	gwot
塮	ghhi
塯	ghhw
塰	eyg
塱	ibg
塲	goah
塳	gyhj
塴	gubb
塵	ipg
塶	gixp
塷	gyw'i
塸	gs'rr
塹	jlg
塺	icg
塻	gtak
塼	gjii
塽	gkkk
塾	yig
塿	gllv
墀	gseq
墁	gawe
墂	gmwf
境	gytu
墄	gihf
墅	wng
墆	gkpb
墇	gytj
墈	gtvs
墉	gilb
墊	gig
墋	giih
墌	gitf
墍	hug
墎	gydl
墏	vig
墐	gtlm
墑	gycb
墒	gycb
墓	takg
墔	guog
墕	gmyf
墖	gorw
増	gcwa
墘	gjjn
墙	ggcw
墚	gecd
墚	geid
墛	gsfi
墜	nog
墝	gggu
增	gcwa
墟	gypc
墟	gypm
墠	grrj
墡	gtgr
墢	gnoe
墣	gtco
墤	glmc
墥	gytg
墦	ghdw
墧	ghkb
墨	wgfg
墩	gydk
墪	ykg
墫	gtwi
墬	nog
墭	gist
墮	nbg
墯	pbg
墰	gmwj
墱	gnot
墲	gotf
墳	gjtc
墴	gtmc
墵	gmbi
墶	gygq
墷	gtmj
墸	gtja
墹	gana
墺	ghbk
墻	ggow
墼	jeg
墽	ghsk
墾	bvg
墿	gwlj
壀	gsrj
壁	sjg
壂	seg
壃	gmwm
壄	ddg
壅	yvgg
壆	hbg
壇	gywm
壈	gywd
壉	gypo
壊	gjwv
壋	gfbw
壌	gycv
壍	elg
壎	ghgf
壏	gsit
壐	mbg
壑	yeg
壒	gtgt
壓	mkg
壔	ggni
壕	gyro
壖	gmbb
壗	glmt
壘	wwwg
壙	gitc
壚	gypt
壛	ganx
壜	gami
壝	gylc
壞	gywv
壟	ypg
壠	gybp
壡	yueg
壢	gmhm
壣	gsjt
壤	gyrv
壥	gmwg
壦	gtrg
壧	grrk
壨	wwwwg
壩	gmbb
壪	gvfn
士	g
壬	hg
壭	gsl
壮	lmg
壯	vmg
声	gah
壱	gbp
売	gbhu
壳	gbhn
壴	grt
壵	ggg
壶	gbtc
壷	gblm
壸	gbmc
壹	gbmt
壺	gblm
壻	gnob
壼	gbmm
壽	gnmi
壾	gtss
壿	gtwi
夀	qmrdi
夁	gwlw
夃	ns'he
处	hey
夅	heq
夆	heqj
备	hew
夈	hefd
変	yche
夋	iche
夌	gche
复	oahe
夎	ooge
夏	muhe
夐	nbbue
夑	ffhe
夒	mche
夓	hche
夔	tche
夕	n'i
外	niy
夗	nisu
夘	nisl
夙	hn'mn'i
多	nin'i
夛	nmmn
夜	yonk
夝	nihqm
夞	nyrp
够	prnin
夠	nnpr
夡	nngr
夢	twln
夣	yiwn
夤	nijmc
夥	wdnin
夦	tvnin
大	k
夨	vk
天	mk
太	ki
夫	qo
夬	dk
夭	hk
央	lbk
夯	kks
夰	kll
失	hqo
夲	kj
夳	kmm
头	yk
夵	kf
夶	kk
夷	kn
夸	kmms
夹	kt
夺	kdi
夻	kr
夼	klll
夽	kmmi
夾	koo
夿	kau
奀	mfk
奁	ks'k
奂	nbk
奃	khpm
奄	klwu
奅	khhl
奆	kss
奇	kmnr
奈	kmmf
奉	qkq
奊	ggvk
奋	kw
奌	yrk
奍	fqll
奎	kgg
奏	qkhk
奏	qkmk
奐	nbk
契	qhk
奒	kyvo
奓	knin
奔	kjt
奕	yck
奖	lnk
套	ksmi
奘	vgk
奙	iklu
奚	bvik
奛	kab
奜	lyk
奝	kb'gr
奞	kog
奟	kbb
奠	twk
奡	mukll
奢	kjka
奣	mkab
奤	kmw'l
奥	hbk
奦	nsk
奧	hbk
奨	lik
奩	ks'rr
奪	kogi
奫	kell
奬	vik
奭	kmaa
奮	kogw
奯	kymh
奰	wlwwk
奱	vfk
奲	karrj
女	v
奴	ve
奵	vmn
奶	vnhs
奷	vhj
奸	vmj
她	vpd
奺	vno
奻	vv
奼	vhp
好	vnd
奾	vu
奿	kiv
妀	suv
妁	vpi
如	vr
妃	vsu
妄	yvv
妅	vm
妆	lmv
妇	vsm
妇	vs'm
妈	vnvm
妉	vlbu
妊	vhg
妋	vqo
妌	vtt
妍	vmt
妎	voll
妏	vyk
妐	vci
妑	vau
妒	vhs
妒	vis
妓	vje
妔	vyhn
妕	vl
妖	vhk
妗	voin
妘	vmmi
妙	vfh
妚	vmf
妛	umv
妜	vdk
妝	vmv
妞	vng
妟	av
妠	vob
妡	vhml
妢	vcsh
妣	vpp
妤	vnin
妥	bv
妦	vqj
妧	vmmu
妨	vyhs
妩	vmku
妪	vs'k
妫	viks
妬	vmr
妭	vikk
妮	vsp
妯	vlw
妰	vos
妱	vshr
妲	vam
妳	vnf
妴	nuv
妵	vyg
妶	vyvi
妷	vhqo
妸	vmnr
妹	vjd
妺	vdj
妻	jlv
妼	vph
妽	vlwl
妾	ytv
妿	krv
姀	vhd
姁	vpr
姂	vhio
姃	vmym
姄	vrvp
姅	vfq
姆	vwy'i
姇	oiv
姈	voii
姉	vylb
姊	vlxh
始	vir
姌	vgb
姍	vbt
姎	vlbk
姏	vt'm
姐	vbm
姑	vjr
姒	vvio
姓	vhqm
委	hdv
姕	ypv
姖	vss
姗	vbbm
姘	vtt
姙	vohg
姚	vlmo
姛	vb'mr
姜	tgv
姝	vhjd
姞	vgr
姟	vyvo
姠	vhb'r
姡	vhjr
姢	vib
姣	vyck
姤	vhmr
姥	vjkp
姦	vvv
姧	vvmj
姨	vkn
姩	voq
姪	vmig
姫	vs'll
姬	vs'll
姭	ksksv
姮	vmam
姯	vfmu
姰	vpa
姱	vkms
姲	vjv
姳	vnir
姴	mnv
姵	vhn'b
姶	vomr
姷	vkb
姸	vmjj
姹	vjhp
姺	vhgu
姻	vw'k
姼	vnin
姽	vnmu
姾	vomg
姿	iov
姿	mov
娀	vij
威	ihmv
娂	vtc
娃	vgg
娄	fdv
娅	vmtc
娆	vjpu
娇	vhkl
娈	ycv
娉	vlws
娊	vbuu
娋	vfb
娌	vwg
娍	vihs
娎	qlv
娏	viuh
娐	vbnd
娑	ehv
娒	vowy
娓	vshu
娔	vjru
娕	vdl
娖	vryo
娗	vnkg
娘	viav
娙	vmvm
娚	vwks
娛	vrvk
娜	vsql
娝	vmfr
娞	vbv
娟	vrb
娠	vmmv
娡	vgp
娢	voir
娣	vcnh
娤	vgv
娥	vhqi
娦	vomc
娧	vcru
娨	vamj
娩	vnau
娪	vmmr
娫	vnkm
娬	vmpm
娭	viok
娮	vymr
娯	vrvc
娰	vovo
娱	vrmk
娲	vrob
娳	vhdn
娴	vlsd
娵	vsje
娶	sev
娷	vhjm
娸	vtmc
娹	vnyi
娺	veee
娻	vdw
娼	vaa
娽	vnme
娽	vvne
娾	vmgg
娿	nrv
婀	vnlr
婁	llv
婂	vhab
婃	vjmf
婄	vytr
婅	vpfd
婆	eev
婇	vbd
婈	vgce
婉	vjnu
婊	vqmv
婋	vypu
婌	vyfe
婍	vkmr
婎	vog
婏	vnai
婐	vwd
婑	vhdv
婒	vff
婓	lyv
婔	vlmy
婕	vjlo
婖	vhkp
婖	vmkp
婗	vhxu
婘	vfqu
婙	vbsd
婚	vhpa
婛	vyrf
婜	sev
婝	vjmo
婞	vgtj
婟	vw'jr
婠	vjrr
婡	vdoo
婢	vhwj
婣	vlxl
婤	vb'gr
婥	vyaj
婦	vsmb
婧	vqmb
婨	vomb
婩	vumj
婪	ddv
婫	vapp
婬	vbhg
婭	vmlm
婮	vsjr
婯	mmbbv
婰	vtbc
婱	niv
婲	vtop
婳	vmu'w
婴	bov
婵	vcwj
婶	vjll
婷	vyrn
婸	vamh
婹	vmwv
婺	nkv
婻	vjb'j
婼	vtkr
婽	vrse
婾	vomv
婿	vnob
媀	vwlb
媁	vdmq
媂	vybb
媃	vnhd
媄	vtgk
媅	vtmv
媆	vmbk
媇	vytd
媈	vbjj
媉	vsmg
媊	vtbn
媋	vqka
媌	vtw
媍	vnbc
媎	vjka
媏	vumb
媐	suv
媑	vhjg
媒	vtmd
媓	vhag
媔	vmw'l
媕	vort
媖	vtlk
媗	vjmm
媘	vppa
媙	vihv
媚	vahu
媛	vbme
媜	vybc
媝	hfv
媞	vamo
媟	vptd
媠	vkmb
媡	vdw'f
媢	vabu
媣	vend
媤	vwp
媥	vhsb
媦	vwb
媧	vbb'r
媨	vtcw
媩	vjrb
媪	vabt
媫	vyso
媬	vord
媭	hov
媮	vomn
媯	vikf
媰	vpuu
媱	vbou
媲	vhwp
媳	vhup
媴	vgrv
媵	bfqv
媶	vtsj
媷	vmvi
媸	vumi
媹	vhhw
媺	vuuk
媻	hev
媼	vwot
媽	vsqf
媾	vttb
媿	vhui
嫀	vqkd
嫁	vjmo
嫂	vhxe
嫃	vjbc
嫄	vmhf
嫅	vtqm
嫆	vjcr
嫇	vbac
嫈	ffbv
嫉	vkok
嫊	vqmf
嫋	vnmm
嫌	vtxc
嫍	vbhx
嫎	vybs
嫏	viil
嫐	vwsv
嫑	mfmwv
嫒	vbbe
嫓	vhbp
嫔	vjoc
嫕	vskp
嫖	vmwf
嫗	vs'rr
嫘	vwvf
嫙	vyso
嫚	vawe
嫛	sev
嫜	vytj
嫝	vile
嫞	vilb
嫟	vs'tr
嫠	jkmv
嫡	vycb
嫢	quv
嫣	vmyf
嫤	vtlm
嫥	vjii
嫦	vfbb
嫧	vqmc
嫨	vtlo
嫩	vdlk
嫪	vsmh
嫫	vtak
嫬	vitf
嫭	vypd
嫮	vmbs
嫯	gkv
嫰	vdlo
嫱	vgcw
嫲	vidd
嫳	fkv
嫴	vjrj
嫵	votf
嫶	vogf
嫷	vnlb
嫸	vtgr
嫹	vtlc
嫺	vanb
嫻	vand
嫼	vwgf
嫽	vkcf
嫾	vfdq
嫿	vlgm
嬀	vbhf
嬁	vnot
嬂	vyia
嬃	hcv
嬄	vgbt
嬅	vtmj
嬆	vorm
嬇	vlmc
嬈	vggu
嬉	vgrr
嬊	tlpv
嬋	vrrj
嬌	vhkb
嬍	vugk
嬎	vnum
嬏	vhdw
嬐	vomo
嬑	vytp
嬒	voma
嬓	vhsk
嬔	vnum
嬕	vwlj
嬖	sjv
嬗	vywm
嬘	vyto
嬙	vgow
嬚	vitc
嬛	vwlv
嬜	yov
嬝	vhav
嬞	vthg
嬟	vtgi
嬠	vrrd
嬡	vbbe
嬢	vycv
嬣	vjpn
嬤	vici
嬥	vsmg
嬦	vgni
嬧	vlmt
嬨	vtvp
嬩	vhxc
嬪	vjmc
嬫	vffd
嬬	vmbb
嬭	vmfb
嬮	mkv
嬯	vgrg
嬰	bcv
嬱	elv
嬲	wsvws
嬳	vtoe
嬴	ynv
嬵	vvfb
嬶	vhul
嬷	vidi
嬸	vjhw
嬹	vhxc
嬺	vsrp
嬻	vgwc
嬼	vhcn
嬽	vwlk
嬾	vdlc
嬿	vtlf
孀	vmbu
孁	mbrrv
孂	vhat
孃	vyrv
孄	vanw
孅	voim
孆	vbcv
孇	voge
孈	vuob
孉	vtrg
孊	vicy
孋	vmmp
孌	vfv
孍	vrrk
孎	vsei
孏	vtaw
子	nd
孑	nnm
孓	nno
孔	ndu
孕	nsnd
孖	ndnd
字	jnd
存	klnd
孙	ndf
孚	bnd
孛	jbnd
孜	ndok
孝	jknd
孞	ndp
孟	ndbt
孠	srnd
孡	ndir
孢	ndpru
季	hdnd
孤	ndhvo
孥	vend
学	fbnd
孧	vsnd
孨	ndndd
孩	ndyvo
孪	ycnd
孫	ndhvf
孬	mfvnd
孭	ndbuc
孮	ndjmf
孯	send
孰	ydkni
孱	sndd
孲	ndmlm
孳	tvid
孴	ndnda
孵	hhsld
孶	yind
孷	jkmnd
學	hbnd
孹	sjnd
孺	ndmbb
孻	ndlmt
孼	ujnd
孽	thjd
孾	ndbcv
孿	vfnd
宁	jmn
宂	jhu
它	jp
宄	jkn
宅	jhp
宆	jn
宇	jmd
守	jdi
安	jv
宊	jik
宋	jd
完	jmmu
宍	jyc
宎	jhk
宏	jki
宐	jnim
宑	jtt
宒	jhqu
宓	jph
宔	jyg
宕	jmr
宖	jni
宗	jmmf
官	jrlr
宙	jlw
定	jmyo
宛	jeiu
宛	jniu
宜	jbm
宝	jmgi
实	jyk
実	jqk
宠	jikp
审	jlwl
客	jher
宣	jmam
室	jmig
宥	jkb
宦	js'll
宧	js'll
宨	jlmo
宩	jfd
宪	jhgu
宫	jrr
宬	jihs
宭	jskr
宮	jrhr
宯	jjkd
宰	jytj
宱	joos
宲	jrd
害	jqjr
害	jqmr
宴	jav
宵	jfb
家	jmso
宷	jhfd
宸	jmmv
容	jcor
宺	jrmu
宻	jecu
宼	jmuv
宽	jtbu
宾	jomc
宿	joma
寀	jbd
寁	jjlo
寂	jyfe
寃	jnai
寄	jkmr
寅	jmlc
密	jphu
寇	jmue
寈	jqmb
寉	jog
寊	jybc
寋	jtcu
富	jmrw
寍	jpbt
寎	jvmb
寏	jnbk
寐	jvmd
寑	jose
寒	jtcy
寓	jwlb
寔	jamo
寕	jmwn
寖	jese
寗	jphb
寘	jjbc
寙	jhoo
寚	jmgu
寛	jtbu
寜	jpbn
寝	jlme
寞	jtak
察	jbof
寠	jllv
寡	jmch
寢	jvme
寣	jvmr
寤	jvmr
寥	jsmh
實	jwjc
寧	jpbn
寨	jtcd
審	jhdw
寪	jikf
寫	jhxf
寬	jtbi
寭	jjip
寮	jkcf
寯	jogs
寰	jwlv
寱	jvmd
寲	jpko
寳	jmfc
寴	jydu
寵	jybp
寶	jmuc
寷	jujt
寸	di
对	edi
寺	gdi
寻	smdi
导	rudi
寽	bdi
対	ykdi
寿	qkdi
尀	srdi
封	ggdi
専	jwdi
尃	ibdi
射	hhdi
尅	judi
将	lmnii
將	vmbdi
專	jidi
尉	sfdi
尊	twdi
尋	smmri
尌	gtdi
對	tgdi
導	yudi
小	f
尐	fo
少	fh
尒	of
尓	of
尔	nf
尕	nsf
尖	fk
尗	ymf
尘	fg
尙	fb'r
尚	fb'r
尛	fff
尜	fkf
尝	fbmmi
尞	kcaf
尟	aofh
尠	tvfh
尡	fuapp
尢	ku
尣	chu
尤	iku
尥	kupi
尦	cupi
尧	jpmu
尨	iuhhh
尩	cumg
尪	kumg
尫	mumg
尬	kuoll
尭	jthu
尮	kunsd
尯	kunmu
尰	kuhjg
就	yfiku
尲	kutxc
尳	kubbb
尴	kulit
尵	kulmc
尶	musmt
尷	kusit
尸	s
尹	sk
尺	so
尻	skn
尼	sp
尽	soy
尾	shqu
尿	se
局	ss'r
屁	spp
层	smmi
屃	sbo
屄	sjc
居	sjr
屆	su'g
屇	sw
屈	suu
屉	spt
届	slw
屋	smig
屌	srlb
屍	smnp
屎	sfd
屏	stt
屐	shoe
屑	sfb
屒	smmv
屓	sbuc
屔	omsp
展	stv
屖	s'ytj
屗	sudi
屘	sund
屙	snlr
屚	smlb
屛	sytt
屜	shot
屝	slmy
属	shlb
屟	sptd
屠	sjka
屡	sfdv
屢	sllv
屣	shoo
層	scwa
履	shoe
屦	shov
屧	shod
屨	shov
屩	shob
屪	sjkf
屫	svmb
屬	sewi
屭	sbcc
屮	ul
屯	pu
屰	tu
山	u
屲	hu
屳	ou
屴	uks
屵	um
屶	ush
屷	unhs
屸	um
屹	uon
屺	usu
屻	ushi
屼	umu
屽	umj
屾	uu
屿	uysm
岀	uu
岁	uni
岂	usu
岃	ushi
岄	ub
岅	uhe
岆	uhk
岇	uhvl
岈	umvh
岉	uphh
岊	auu
岋	unhe
岌	unhe
岍	umt
岎	ucsh
岏	ummu
岐	uje
岑	uoin
岒	uoin
岓	uhml
岔	cshu
岕	uoll
岖	us'k
岗	ub'k
岘	ubhu
岙	hku
岚	uhn'k
岛	pysu
岜	uau
岝	uos
岞	uos
岟	ulbk
岠	uss
岡	b'tu
岢	umnr
岣	upr
岤	ujc
岥	udhe
岦	uyt
岧	ushr
岨	ubm
岩	umr
岪	ulln
岫	ulw
岬	uwl
岭	uoii
岮	ujp
岯	umfm
岰	uvis
岱	opu
岲	urhu
岳	omu
岴	uom
岵	ujr
岶	uha
岷	urvp
岸	ummj
岹	ushr
岺	uoii
岻	uhpm
岼	umfj
岽	ukd
岾	uyr
岿	ulls
峀	ulw
峁	uhhl
峂	uhey
峃	fbu
峄	ueq
峅	uit
